food_category,plate_coverage_ratio,leftover_area_px,total_plate_area_px,color_variance,texture_score,brightness_mean,estimated_weight_grams,waste_percentage,waste_level
curry,0.92254,1703.79,40022.35,362.0345,289.2279,136.28,81.53,4.73,low
mixed,0.72156,19468.0,50369.02,320.7202,292.1042,118.76,812.71,35.91,medium
salad,0.99251,862.56,48884.02,577.7513,523.5918,102.13,28.87,1.6,low
dessert,0.86525,6680.74,37534.87,200.9681,148.8954,128.07,402.85,20.14,medium
bread,0.93569,412.88,47043.38,48.2593,141.6995,108.03,11.16,0.9,low
dessert,0.08553,39584.98,42603.59,106.3319,57.3692,125.79,2158.25,93.25,severe
bread,1.0,690.61,45010.76,63.0217,178.557,146.44,20.95,1.79,low
dal,0.53727,17735.4,43305.84,37.4455,68.1874,133.54,841.24,39.5,medium
curry,0.35923,25741.7,45553.65,221.6912,162.6087,163.02,1233.67,66.48,high
salad,0.33481,33562.71,48439.95,300.1198,323.1202,146.82,1265.17,65.72,high
dessert,1.0,2639.96,39652.08,207.3974,128.0682,134.81,139.18,6.33,low
curry,0.81551,6988.28,47034.47,401.458,306.7938,137.59,383.33,17.46,medium
dessert,0.34816,29286.11,42283.17,146.9847,59.4777,146.58,1611.37,62.92,high
rice,0.94817,2560.56,49837.77,153.4322,154.2885,97.71,112.98,5.04,low
rice,0.66507,16035.89,46618.07,132.2323,134.5515,111.28,772.12,31.41,medium
vegetables,0.07921,44341.04,48109.63,183.5289,193.7428,126.29,1834.04,89.57,severe
bread,0.31647,38531.59,51442.92,75.5912,40.0966,137.38,1243.31,67.86,high
mixed,0.50989,21152.47,45670.71,298.2046,245.7753,132.71,871.91,46.16,high
dal,0.91948,1313.39,45471.06,111.7558,87.893,122.89,60.17,2.52,low
bread,0.72399,19049.42,45970.75,71.9359,76.8113,126.8,626.1,36.37,medium
salad,1.0,2000.5,45660.88,578.2654,536.4,108.85,69.65,3.95,low
vegetables,0.10956,38570.9,48496.05,190.4095,193.1111,129.51,1576.12,92.45,severe
dal,0.90602,1516.16,40070.37,88.0444,94.0711,136.73,67.85,3.32,low
vegetables,0.85899,6613.43,45107.31,427.0787,375.0743,134.07,287.07,13.99,low
curry,0.69,11763.95,52025.93,304.8512,295.0089,143.01,616.21,25.36,medium
vegetables,0.79605,9703.04,44955.38,458.8171,379.3626,103.24,362.11,22.96,medium
salad,0.41749,29210.97,46208.8,352.9031,328.1006,142.19,955.09,61.06,high
mixed,0.90764,3262.45,47077.65,383.8237,361.0567,128.92,149.68,7.37,low
mixed,0.90891,1525.62,42411.07,411.123,366.9774,126.26,71.29,3.94,low
dessert,1.0,440.07,39819.49,176.6034,155.7853,124.09,25.02,1.0,low
mixed,1.0,660.17,46641.91,385.4204,383.6981,105.56,30.68,1.24,low
mixed,0.84769,7336.18,43670.49,393.3465,352.0221,120.47,313.03,16.54,medium
dessert,0.46333,26033.24,44452.51,120.2007,80.542,98.22,1305.95,52.0,high
dal,0.92796,974.09,46112.64,122.2154,91.8089,136.11,51.39,2.19,low
rice,0.78158,12274.84,43623.46,119.8661,136.5904,123.0,559.17,31.5,medium
dal,0.93576,4359.45,49767.3,111.525,62.4848,125.37,213.24,9.76,low
rice,0.80539,10740.03,47180.91,139.6501,127.3537,124.39,512.05,23.6,medium
curry,0.63925,11078.01,42810.18,309.1272,265.8554,106.23,548.98,27.88,medium
rice,1.0,300.47,42724.73,151.9492,216.8761,125.97,12.63,0.68,low
curry,0.91365,317.53,48782.77,360.8498,297.4016,121.39,16.71,0.67,low
bread,0.75592,12739.3,44306.05,59.5376,120.5511,139.57,365.64,27.92,medium
mixed,0.76791,9141.72,41352.31,388.3398,353.8233,110.82,451.8,22.78,medium
rice,0.93977,2733.99,40192.5,98.8251,152.8802,111.54,117.5,5.94,low
mixed,0.61154,17994.76,53984.71,328.1825,297.645,133.99,829.26,34.06,medium
dal,0.19748,29372.09,37095.59,83.4188,61.1412,112.21,1369.83,80.74,severe
rice,0.82341,3862.97,50568.71,146.4419,157.0346,133.25,187.75,7.8,low
salad,0.95004,797.2,47847.72,583.0752,497.2517,103.01,29.35,1.82,low
curry,0.68386,18517.37,46927.21,343.8495,240.3419,139.19,884.42,36.79,medium
dessert,0.84376,12434.44,52674.71,201.9072,144.2097,97.18,694.81,21.6,medium
bread,0.10189,44719.24,46551.89,37.6089,65.5986,144.55,1337.83,95.25,severe
dessert,0.58097,20986.4,41556.69,134.4024,103.8103,145.34,1168.37,49.24,high
bread,0.95019,4419.47,45721.62,149.1583,135.3339,138.2,133.8,11.24,low
rice,0.89038,2369.86,41284.67,152.7674,130.2169,116.75,113.4,6.17,low
dal,0.44745,20752.42,41333.83,50.321,22.1875,110.02,1008.26,54.52,high
dal,0.56431,17558.83,45279.16,54.4784,66.6157,110.82,836.69,43.41,high
bread,0.48081,22198.82,42867.18,58.4875,71.8423,123.72,709.91,50.05,high
mixed,0.71047,18383.72,44348.86,361.5159,284.418,122.74,833.65,38.21,medium
mixed,0.94726,2345.42,47171.39,398.7926,354.8388,142.68,102.0,4.52,low
curry,0.30682,38515.77,46548.97,255.144,178.0442,132.13,2096.41,75.74,severe
dal,0.78221,12415.48,54830.67,131.7938,89.2219,138.98,596.66,23.75,medium
curry,0.66735,13887.32,44919.16,316.1194,266.853,138.94,658.43,33.86,medium
bread,0.74958,13053.76,46812.29,125.331,96.9696,138.51,372.09,32.11,medium
vegetables,0.78638,8305.39,48630.0,440.6347,421.7066,114.26,329.77,14.92,low
vegetables,0.9171,5118.66,44345.51,423.1963,448.511,129.93,184.53,10.88,low
mixed,0.34733,29244.05,46756.67,216.4387,213.6235,119.01,1243.14,57.99,high
dessert,0.7369,11330.32,43719.04,158.4142,122.333,112.83,656.56,29.78,medium
bread,0.97797,986.34,43614.32,93.6737,143.1065,111.07,31.89,2.15,low
dessert,0.30603,29382.64,42999.06,108.2613,84.0676,128.42,1522.91,67.41,high
bread,0.73409,12544.77,46176.01,49.1857,145.8316,135.61,397.91,31.78,medium
salad,0.46137,18487.19,41093.48,401.6019,332.7477,157.27,619.33,51.4,high
rice,1.0,1385.06,52731.81,130.53,179.6925,109.12,66.4,2.35,low
mixed,0.88276,5755.62,44644.64,430.6303,358.9377,153.96,254.3,11.99,low
bread,0.61246,22190.47,42755.47,10.9541,85.9622,97.63,711.5,49.48,high
dal,0.79593,5950.03,49783.81,82.6111,94.2627,129.35,275.31,11.03,low
vegetables,0.86251,8031.69,46651.16,444.0488,413.4065,122.21,325.12,18.89,medium
bread,0.99702,1115.22,43235.78,86.4445,152.3444,112.17,32.01,2.25,low
rice,0.50935,15826.08,36043.09,70.7457,123.1895,125.39,674.4,42.02,high
dal,0.18396,42422.96,46364.54,49.9598,38.0227,149.28,2061.72,82.34,severe
vegetables,0.9013,7632.14,46252.66,455.3008,463.2998,112.55,308.96,16.63,medium
vegetables,0.96786,2014.66,42390.48,450.3034,441.2043,122.49,73.35,4.93,low
mixed,0.33433,26509.19,40637.43,208.0148,195.4066,114.52,1242.32,64.05,high
bread,0.66131,11878.26,43701.24,31.0276,119.249,138.86,338.85,27.66,medium
rice,0.65316,18611.51,45404.84,95.0678,129.0245,136.65,848.82,41.65,high
rice,0.63861,15100.75,44837.72,128.2392,122.345,97.26,639.81,33.39,medium
curry,0.87516,4385.1,39796.65,405.5543,347.7086,128.86,223.25,11.12,low
dal,0.59978,15659.0,40921.57,79.0081,88.0369,147.49,779.99,39.16,medium
bread,0.23893,41868.15,49809.63,66.6619,83.9917,130.66,1210.21,77.39,severe
bread,0.22125,28247.2,41562.24,20.978,72.3119,144.27,871.66,74.16,severe
salad,0.57067,16551.64,41518.99,471.7855,383.3177,118.08,554.26,45.62,high
vegetables,0.0,41692.52,41692.52,177.9428,151.8278,133.52,1807.97,96.81,severe
curry,0.57905,15781.21,40621.53,270.1278,219.5658,122.55,759.79,41.93,high
curry,0.96964,5607.04,50327.06,423.9735,327.8663,135.4,289.5,12.75,low
salad,0.475,20534.7,46939.72,411.8103,346.7986,137.54,787.31,43.66,high
salad,0.66085,12813.79,44186.19,472.9751,411.187,157.54,453.86,30.52,medium
curry,0.20458,36285.57,43587.35,116.6045,160.4578,140.64,1918.37,74.25,severe
vegetables,0.77256,8875.67,43651.0,409.9877,374.6009,117.59,328.43,17.88,medium
rice,0.58427,18260.73,44862.37,107.6231,133.135,137.16,830.9,45.84,high
salad,0.80418,7161.69,40632.48,543.7557,461.3953,173.83,227.57,20.48,medium
bread,0.16513,33613.82,47134.39,40.1627,82.5273,123.61,911.83,83.67,severe
rice,0.46927,21537.79,49251.68,47.6426,116.7911,128.72,947.02,49.9,high
curry,0.40509,29133.89,43448.91,220.8548,244.2261,122.37,1571.45,58.95,high
dal,0.66492,13874.16,47180.85,56.157,58.5855,135.14,665.49,32.48,medium
mixed,0.99678,2950.99,43994.22,397.2936,355.598,142.77,121.49,5.98,low
bread,0.92452,1032.43,41969.43,59.4421,117.1415,127.1,33.8,2.47,low
bread,0.08413,44158.4,44158.4,20.7364,32.1374,141.52,1412.15,94.98,severe
dessert,0.8067,5786.02,40781.99,208.3749,114.6134,129.86,315.07,16.16,medium
salad,0.62497,22383.01,49500.94,457.95,382.589,112.69,821.72,44.43,high
salad,0.85026,6719.32,51495.69,525.7629,504.0155,106.33,238.05,13.83,low
dessert,0.22074,30130.38,42067.78,110.539,86.6345,158.37,1570.37,72.52,severe
bread,0.80814,11220.62,48543.61,25.489,118.5099,122.35,355.28,21.05,medium
curry,0.94409,5465.34,41089.43,368.5587,316.9174,131.71,263.48,12.54,low
dal,0.60812,16841.94,51572.39,102.6834,72.6849,126.07,805.55,34.34,medium
mixed,0.9288,3507.3,43653.89,393.1814,315.0294,129.13,161.4,7.88,low
mixed,0.70682,10214.92,41206.62,300.8538,323.9345,101.48,465.81,26.64,medium
curry,0.57299,23054.67,46380.46,286.4303,250.6807,114.37,1071.57,44.29,high
mixed,0.52112,17510.27,43328.68,276.0139,235.507,104.99,841.55,43.62,high
mixed,0.81671,7192.37,48878.2,365.5446,330.0673,125.06,352.82,16.17,medium
vegetables,0.95941,627.18,51636.86,453.1531,434.3053,120.02,26.13,1.29,low
bread,0.44069,16193.87,30878.36,75.9451,105.6145,147.25,524.77,55.43,high
salad,0.47116,22315.67,38416.54,400.9675,304.2768,116.69,776.76,59.85,high
dessert,0.96293,1860.38,47285.22,211.0035,142.2221,119.37,93.45,4.02,low
salad,0.15008,29017.7,37884.96,292.034,221.2119,143.96,961.59,84.28,severe
vegetables,0.77296,7884.27,45200.98,381.0201,376.22,102.75,337.44,17.71,medium
dal,0.47881,24325.53,47554.1,46.6789,44.0746,136.54,1258.24,51.99,high
dal,0.96891,4370.91,50013.8,58.827,73.9047,107.17,230.53,9.64,low
curry,0.93637,3062.2,39083.96,393.1837,325.9436,130.43,147.68,7.04,low
dessert,0.3743,20136.21,42845.7,116.7137,108.683,132.24,1027.55,54.43,high
mixed,0.39875,23230.85,42442.58,240.9715,209.4448,126.48,1137.0,60.94,high
salad,0.70032,17129.3,49635.79,476.7379,423.9893,134.58,645.63,35.1,medium
dal,0.53834,16963.23,34461.14,76.7035,39.5008,134.49,737.56,47.14,high
salad,0.44683,26489.29,50392.94,384.3905,336.7867,135.32,917.61,47.82,high
mixed,0.89787,6653.69,48268.51,404.2692,327.8203,128.62,297.8,12.45,low
dal,0.80143,10307.98,51075.65,163.4801,79.0217,146.5,464.29,21.87,medium
dal,0.79036,10175.59,47147.51,68.6499,89.6508,118.68,509.72,24.43,medium
dessert,0.94943,3108.96,45707.66,198.2097,136.7261,134.93,180.22,7.7,low
mixed,0.62578,13665.86,46381.08,279.6766,297.2133,98.8,661.74,27.54,medium
rice,0.97177,2234.06,43240.17,129.7694,131.8342,137.78,93.5,4.55,low
curry,0.08049,31823.72,41498.09,137.5289,118.3064,149.48,1480.76,85.87,severe
bread,0.84601,6273.72,43180.57,54.6966,150.3097,131.85,192.83,14.16,low
bread,0.97536,1016.4,43350.64,107.7612,104.4804,111.42,33.35,2.16,low
dessert,0.76806,10337.54,56942.37,183.5709,148.786,143.22,552.99,20.73,medium
curry,0.1212,27206.61,34972.06,177.5949,99.0353,126.49,1296.21,87.68,severe
rice,0.67534,20102.61,52469.38,146.0156,176.2845,124.63,950.29,40.31,high
vegetables,0.19395,37319.0,50277.29,198.915,193.0237,133.66,1586.18,82.79,severe
curry,0.99302,711.13,45787.83,409.269,300.3739,103.88,33.87,1.41,low
curry,0.62175,15472.2,51814.79,284.0118,230.4395,144.96,772.78,34.29,medium
dal,0.99967,2518.72,43750.73,106.9868,113.3591,156.29,124.47,5.4,low
salad,0.36446,25977.6,44844.74,339.018,326.435,136.65,859.5,61.13,high
vegetables,0.32158,33643.25,48417.95,301.6173,210.7787,139.6,1270.44,62.19,high
dal,0.07064,35015.83,41645.92,27.1132,43.5613,162.27,1527.26,93.28,severe
bread,0.90253,4483.02,42653.44,47.0979,133.3431,106.17,135.96,11.12,low
curry,0.96804,525.11,47695.46,409.8525,316.5369,122.3,25.01,1.23,low
salad,0.89532,4052.08,48342.54,535.2211,473.514,120.18,130.18,8.13,low
dal,1.0,39.39,43265.07,162.1419,86.4672,122.25,1.92,0.1,low
vegetables,0.96149,522.71,37187.37,494.7126,453.8412,130.91,21.77,1.64,low
dessert,0.46732,21190.9,41649.34,146.2819,74.6116,101.57,1063.7,54.84,high
dessert,0.63498,17592.58,41478.88,156.6714,115.1348,131.54,987.7,38.59,medium
curry,0.65873,13530.27,45859.37,319.3473,251.3959,140.53,707.21,30.54,medium
curry,0.884,6651.08,49403.07,340.0377,300.2544,121.01,325.64,13.53,low
dessert,0.782,7891.81,44969.25,189.1417,128.7505,123.06,477.38,18.45,medium
mixed,0.6806,12949.03,48261.18,298.5929,269.728,128.22,526.49,31.08,medium
salad,0.91459,2612.42,42160.41,540.3097,483.0264,129.72,91.5,5.95,low
curry,0.86525,4807.57,40947.15,369.1097,273.6977,133.3,219.88,12.82,low
rice,0.57979,19910.58,40463.57,115.6522,135.4443,147.22,932.39,43.59,high
salad,0.61166,15245.97,47221.7,460.4365,400.9384,135.21,531.04,36.08,medium
rice,0.49519,24508.28,52875.55,90.9639,112.947,127.18,1072.58,54.49,high
rice,0.89726,6275.15,38293.25,120.7776,177.5284,95.91,282.44,14.72,low
dal,0.91184,5699.83,46787.66,93.0991,138.4912,107.89,249.07,14.12,low
rice,0.92162,4584.76,46547.0,101.4878,153.2169,117.43,199.06,10.84,low
bread,0.69988,7719.92,37070.28,102.2004,106.0545,140.5,209.2,23.53,medium
curry,0.66755,14451.4,46639.65,345.6813,224.3724,125.62,724.35,34.56,medium
bread,0.79753,10522.47,51120.06,91.0588,110.9848,132.34,316.12,19.89,medium
rice,0.83969,7143.24,37795.26,127.7198,174.2124,131.09,318.44,17.84,medium
mixed,0.90223,3010.5,39760.17,437.515,311.4304,127.37,127.57,8.11,low
dessert,0.91018,5865.82,44067.41,207.4132,114.2751,143.18,304.74,12.14,low
vegetables,0.90726,4958.83,53169.7,423.6944,407.7881,105.74,194.09,8.67,low
mixed,0.60453,15881.52,46491.2,285.4301,279.884,103.42,684.78,35.09,medium
mixed,0.91289,3060.77,47618.86,348.8562,328.3668,115.89,146.39,7.22,low
vegetables,0.01552,41302.77,41302.77,182.4837,158.8355,165.33,1602.5,92.92,severe
dal,0.88603,2712.05,50877.49,133.0479,69.3674,129.28,125.75,6.19,low
vegetables,0.75629,9728.04,37904.2,368.8573,357.6002,133.93,400.51,27.36,medium
salad,0.99533,935.97,44318.2,611.4793,514.9063,138.68,34.77,1.93,low
mixed,0.88744,1049.52,47000.2,429.4872,351.2592,123.5,50.2,2.1,low
vegetables,0.79687,7092.36,41545.52,460.8627,385.2655,115.84,290.07,18.05,medium
mixed,0.94314,1076.92,47095.5,450.5765,414.7131,138.38,47.06,2.43,low
dal,0.68359,17218.26,41486.93,57.1366,50.9029,124.36,864.88,40.81,high
salad,0.9687,3523.24,40216.3,601.9063,523.3963,117.52,131.25,8.44,low
salad,0.21792,35624.6,47082.63,289.1387,224.0633,139.52,1160.67,71.9,severe
dessert,1.0,231.32,42390.45,198.1352,163.4927,134.05,12.49,0.63,low
mixed,0.11681,37179.61,37179.61,176.4444,160.028,143.35,1557.78,91.25,severe
dessert,0.3348,28643.29,41125.09,110.7987,92.0864,149.37,1442.2,64.88,high
curry,0.68736,15066.68,43171.8,371.7533,250.5669,133.5,770.96,32.0,medium
bread,0.48017,23385.14,47702.74,92.2494,86.8891,116.23,731.43,55.49,high
dessert,0.95769,5253.61,42859.56,203.892,124.2269,117.71,278.51,11.42,low
rice,0.88849,4129.39,47656.97,131.2333,144.003,115.27,200.76,9.47,low
dessert,0.85246,6187.55,46941.83,200.0243,127.088,128.7,341.79,12.69,low
salad,0.15745,27440.26,37652.79,278.1638,222.9671,166.38,1016.77,83.14,severe
salad,0.99995,1167.26,41674.21,614.494,501.8194,132.88,38.46,3.12,low
curry,0.84089,6869.52,51124.63,324.6904,259.1173,123.83,315.25,11.71,low
vegetables,0.84457,8424.47,41718.93,412.5182,406.9572,122.26,368.63,19.38,medium
salad,0.68646,15082.46,42205.45,507.0037,394.6322,133.87,525.01,40.84,high
curry,0.22708,38527.24,42851.7,132.3486,122.7871,111.23,1996.24,85.42,severe
curry,0.38164,25942.43,41869.78,209.5292,205.7778,128.62,1328.37,62.28,high
dessert,0.79877,11526.61,43341.25,144.7671,126.8736,136.26,688.18,24.87,medium
bread,0.34802,37521.24,49250.65,55.0994,48.4502,112.81,1128.41,68.46,high
dessert,0.75497,15188.94,47981.51,195.9866,121.3396,123.01,858.82,31.61,medium
dal,0.81902,7036.2,48300.74,102.0698,104.0161,149.47,368.74,15.83,medium
curry,0.9766,400.76,38040.22,354.5468,267.0853,125.5,20.6,1.16,low
rice,0.51702,20138.95,44653.12,73.8132,140.9325,121.83,816.94,51.79,high
salad,0.46212,16821.75,40677.78,409.1316,345.7372,134.39,529.94,44.44,high
salad,0.89585,7664.07,48120.81,569.2654,454.2167,124.78,255.29,14.65,low
curry,0.83891,2045.59,43435.31,353.0353,297.5767,125.71,92.82,4.68,low
mixed,0.96791,932.75,37013.58,438.0097,323.337,125.01,46.07,2.68,low
mixed,0.97384,275.21,47018.08,428.9937,330.2992,133.01,12.16,0.57,low
vegetables,0.48233,30243.64,50723.53,305.5965,291.7344,166.31,1201.08,53.01,high
dessert,0.97096,1591.73,47516.27,226.3884,162.1952,142.0,91.99,2.92,low
salad,0.66707,15209.58,46802.16,442.6374,418.6401,115.38,504.75,28.9,medium
dal,0.88392,5024.22,46005.81,108.1398,97.8453,93.7,228.82,10.8,low
rice,0.44361,24730.91,48907.73,77.5158,116.565,131.67,1135.89,47.92,high
vegetables,0.91081,3774.77,40528.41,466.0919,415.0857,125.61,138.16,9.14,low
rice,0.734,9581.22,47031.92,119.0399,149.5973,115.84,410.84,21.02,medium
bread,0.57563,19619.69,42772.84,45.4386,96.9494,124.87,641.01,47.54,high
curry,0.48101,25317.27,46994.53,227.4892,210.4476,129.92,1361.06,60.83,high
rice,0.81544,6265.33,48807.2,114.84,135.2574,132.87,303.39,12.84,low
dal,0.32557,28201.64,39987.95,63.0173,15.8863,140.67,1420.14,65.22,high
dessert,0.17378,43263.15,46290.01,89.8924,91.7993,165.97,2298.66,84.22,severe
mixed,0.08962,37048.08,38679.66,118.7235,128.8746,125.98,1510.76,90.78,severe
rice,0.5705,18294.81,40420.78,92.5891,112.4503,138.95,885.48,40.82,high
bread,0.71006,12718.37,46533.15,43.0745,107.5881,130.41,378.04,27.15,medium
dal,0.76875,11722.38,45173.03,102.567,64.4269,123.94,582.74,24.04,medium
dal,0.58899,17509.76,40205.86,83.2544,71.7016,117.4,898.11,40.33,high
curry,0.60156,13851.07,42407.39,315.9958,270.7752,111.63,756.6,32.49,medium
mixed,0.90394,3308.85,43670.41,371.3302,362.2471,120.31,151.47,7.39,low
salad,0.98492,2743.77,48623.47,561.8827,496.6858,142.08,93.88,5.76,low
bread,0.43033,24848.69,48335.84,57.8522,134.1382,143.63,684.52,48.03,high
dal,0.96776,865.24,50687.45,81.9918,101.3686,136.03,38.36,1.99,low
dessert,0.60453,14432.8,45603.63,193.7671,107.1408,127.01,758.15,33.36,medium
bread,0.46045,23925.59,43431.73,50.3496,94.2585,158.26,700.84,59.36,high
dessert,0.59316,26289.38,50319.21,148.9782,72.6328,142.61,1304.24,46.61,high
dessert,0.96488,844.21,42606.07,181.9081,156.3322,128.23,46.46,1.83,low
rice,0.92794,1528.9,40186.53,103.1538,149.5889,138.41,62.5,3.6,low
mixed,0.83522,7708.26,43989.32,384.5084,315.2484,135.14,380.81,16.08,medium
mixed,0.99359,3727.62,41571.59,397.724,383.6043,113.08,160.12,10.27,low
bread,0.09277,44465.12,44465.12,74.6058,53.7647,143.55,1211.13,93.38,severe
dessert,0.41819,28480.36,47970.38,117.0821,82.2052,128.62,1521.43,59.64,high
bread,0.95964,2176.95,35164.72,83.0659,142.2261,123.05,69.85,5.56,low
mixed,0.71834,11778.47,46845.89,411.6149,311.7762,137.07,497.21,29.11,medium
rice,0.53066,17766.1,42133.36,66.0131,124.5559,150.35,741.13,43.26,high
bread,0.82029,5414.83,43491.8,113.0447,107.3078,124.74,167.86,10.89,low
salad,0.63731,12239.72,41766.4,481.6005,412.2058,149.63,459.04,28.17,medium
salad,1.0,2471.34,47837.03,641.5453,513.0254,117.99,91.79,4.57,low
salad,0.90019,3397.39,43103.44,556.0927,467.0294,93.54,117.24,7.53,low
dal,0.61403,15968.08,43306.78,132.762,41.6196,145.86,730.1,37.87,medium
vegetables,0.87148,9411.43,41772.14,432.7523,415.2459,143.69,342.12,21.8,medium
mixed,0.28649,22854.92,35530.83,191.6218,207.5803,127.46,989.02,64.08,high
curry,0.43538,34203.05,49181.1,208.0875,216.9007,124.0,1581.14,61.83,high
mixed,0.4717,18894.6,39111.4,309.2304,235.3143,125.02,896.71,54.26,high
curry,0.66668,14503.18,45658.47,294.3397,272.7569,147.48,713.57,31.25,medium
dal,0.34178,30301.37,42178.45,60.7197,66.8716,136.95,1338.93,68.52,high
vegetables,0.76122,11968.08,46885.3,382.3516,400.5378,153.83,491.27,26.31,medium
curry,0.79783,11318.58,53874.75,358.4959,276.851,130.15,536.67,22.58,medium
curry,0.40455,34775.68,48030.71,243.6678,182.5091,121.93,1601.41,63.17,high
bread,0.86614,5685.75,42299.13,47.1827,124.5822,143.05,162.34,12.63,low
vegetables,0.94473,1372.14,41035.97,423.6813,409.9614,122.38,59.99,3.79,low
mixed,0.06636,36987.11,38804.81,181.9452,151.9217,137.89,1800.15,93.77,severe
vegetables,0.91329,5702.98,44572.47,457.8963,419.0514,115.51,208.19,11.49,low
bread,0.70672,7543.78,43092.99,71.502,110.6343,136.97,246.02,19.8,medium
dal,0.67749,17570.98,45875.69,57.669,97.9704,122.25,820.55,34.76,medium
curry,0.77569,10239.19,42557.18,334.5721,292.5633,115.29,518.35,26.74,medium
vegetables,1.0,1510.6,43650.66,502.1636,451.0664,145.14,54.64,3.69,low
dal,0.98275,2133.9,48690.39,110.8293,116.8315,127.51,101.78,4.87,low
dal,0.97332,4168.24,36554.86,83.0339,49.5652,133.53,200.35,12.12,low
dal,0.86016,5445.73,47351.22,62.9229,54.7402,126.93,252.93,11.58,low
vegetables,1.0,2415.11,42539.72,522.5474,466.0488,125.73,97.78,5.18,low
vegetables,0.56829,23638.87,47470.3,323.7925,290.8155,132.3,940.35,50.97,high
mixed,0.27545,33591.22,45360.75,206.1048,228.0794,118.37,1625.72,78.87,severe
curry,0.95999,5382.11,49597.67,414.3482,302.6236,118.44,289.27,11.63,low
salad,0.79886,8447.13,44948.95,551.3946,491.3838,124.58,305.87,20.79,medium
vegetables,0.12448,38207.37,38207.37,209.5736,167.7189,166.9,1645.79,92.64,severe
dessert,0.15462,39689.71,47829.0,114.883,68.2604,126.39,2039.95,82.22,severe
vegetables,0.0,36434.36,41665.07,183.2393,170.8075,148.77,1548.1,94.26,severe
dessert,0.95717,904.27,49429.18,269.9508,176.7418,107.61,54.7,1.88,low
curry,0.94955,1492.57,43263.77,392.3768,321.0303,130.23,67.69,3.44,low
mixed,0.7328,13447.04,46932.04,334.5616,300.1923,121.67,647.84,27.2,medium
curry,0.5396,25748.84,46952.7,293.497,261.7943,108.63,1259.03,50.82,high
vegetables,0.49802,22144.18,43206.41,323.4253,300.0508,104.25,817.99,55.46,high
dal,0.87645,6508.58,48886.4,111.4369,86.6628,127.13,341.55,13.34,low
dal,0.40786,24025.05,42138.9,98.6135,65.4148,99.19,1136.5,54.82,high
vegetables,0.68742,10641.65,44402.0,368.9388,362.3814,112.96,401.54,26.96,medium
bread,0.28512,25114.06,42404.91,69.367,54.1597,147.56,702.4,67.79,high
bread,0.16821,32577.21,47170.62,42.9791,52.6734,157.07,931.87,75.84,severe
salad,0.85994,3548.83,42682.03,525.6181,488.4015,107.52,123.87,8.37,low
bread,1.0,1882.83,44934.93,127.7405,133.6371,135.1,56.88,4.71,low
curry,0.81482,5263.63,44101.33,334.2851,293.9528,104.01,258.34,11.87,low
dessert,0.60766,22849.56,52615.63,178.3391,106.0019,101.74,1212.71,39.45,medium
bread,0.32847,31963.01,44153.36,83.9334,48.7911,131.15,1019.92,67.21,high
mixed,0.62595,17490.44,43624.68,352.0806,248.6244,134.72,749.36,42.65,high
dessert,0.91585,6160.63,49154.36,269.1419,133.5723,97.44,307.64,12.9,low
curry,0.93386,3982.33,42956.09,399.8378,316.8146,117.11,193.78,9.07,low
vegetables,1.0,68.93,55945.28,433.8238,476.643,110.47,3.02,0.11,low
rice,0.91744,2690.52,42438.87,94.5974,217.5416,106.24,120.42,6.44,low
rice,0.39944,21681.54,40714.12,88.654,106.533,138.4,979.69,55.44,high
mixed,0.33224,29500.18,42047.18,239.3517,193.8263,142.99,1248.68,67.56,high
rice,0.88436,2131.02,49200.97,87.246,168.4596,133.26,100.02,4.52,low
rice,0.44992,20684.01,41672.87,121.0256,93.3678,150.41,930.08,50.81,high
bread,0.87611,4110.17,45125.08,84.0832,142.5559,146.33,127.02,8.12,low
rice,0.38527,40455.86,51793.01,81.1706,122.5357,151.86,1989.98,69.32,high
curry,0.08816,49803.81,51177.09,85.5909,116.2794,139.77,2621.55,96.58,severe
dal,0.47109,23581.88,42865.28,50.3961,95.1921,123.43,1125.05,52.85,high
salad,0.42197,28620.05,42276.45,393.7952,318.4145,121.73,995.83,60.65,high
dal,1.0,5301.94,42594.0,111.0262,85.1421,147.55,258.47,10.99,low
bread,0.94078,2744.56,41929.79,78.6392,148.2844,127.23,84.06,5.81,low
salad,0.26965,39296.42,50217.04,275.4544,224.3156,162.0,1503.25,71.6,severe
mixed,0.66656,14201.49,42148.22,318.2411,276.749,144.16,681.98,36.56,medium
salad,0.76096,9787.73,44019.05,520.4635,423.4908,132.32,366.88,22.22,medium
curry,0.76705,8141.05,46912.85,353.9619,265.86,125.13,419.68,15.24,medium
dessert,0.32129,29097.15,45914.53,151.8451,71.4532,93.92,1443.23,62.73,high
dessert,0.55098,21559.17,44797.59,136.2451,113.0646,152.9,1251.41,48.3,high
salad,0.33995,23973.57,31457.95,354.3857,307.9256,136.08,863.07,69.72,high
curry,0.41804,21240.09,37755.86,182.6689,161.8122,126.62,1148.64,52.12,high
mixed,0.79874,6526.19,51209.58,332.1034,350.666,130.35,310.68,12.94,low
dessert,0.93811,1505.41,46522.96,227.8598,131.9389,90.45,81.12,3.45,low
rice,0.56707,18205.86,43973.71,125.7057,118.9744,163.96,819.52,40.35,high
dal,0.80115,11949.37,49370.75,112.4678,88.0117,124.52,624.96,25.41,medium
vegetables,0.74779,8946.88,42825.86,433.2809,333.7636,141.34,341.36,19.26,medium
mixed,0.8465,5015.95,43594.61,360.303,359.8135,100.37,210.3,10.06,low
